HAUL_ID,EST_NUM_PERM3,log10_EST_NUM_PERM3,BOTTOM_DEPTH,CRUISE,DAY,GEAR_NAME,GMT_DATE_TIME_TXT,HAUL_PERFORMANCE,LAT,LON,MAX_GEAR_DEPTH,MESH,MONTH,STATION_NAME,VOLUME_FILTERED,YEAR,TAXA
3DY09 55 2 20BON 1,168.0754,2.228080424,98,3DY09,14,20BON,5/14/2009 18:05,GOOD,55.72766,-164.748,86,153,5,55,18.84869,2009,Pseudocalanus spp.
3DY09 62 2 20BON 1,64.5426,1.816523665,110,3DY09,15,20BON,5/15/2009 7:42,GOOD,55.60966,-165.132,99,153,5,62,19.2121,2009,Pseudocalanus spp.
3DY09 63 2 20BON 1,155.3157,2.1940026,104,3DY09,15,20BON,5/15/2009 9:43,GOOD,55.82617,-165.33867,102,153,5,63,18.54288,2009,Pseudocalanus spp.
3DY09 64 2 20BON 1,272.8899,2.437576017,97,3DY09,15,20BON,5/15/2009 11:39,GOOD,55.94483,-164.95799,88,153,5,64,9.82081,2009,Pseudocalanus spp.
3DY09 65 2 20BON 1,142.4279,2.15663364,95,3DY09,15,20BON,5/15/2009 13:37,GOOD,56.163,-165.173,85,153,5,65,15.16557,2009,Pseudocalanus spp.
3DY09 66 2 20BON 1,145.3394,2.16536127,98,3DY09,15,20BON,5/15/2009 15:47,GOOD,56.04367,-165.55533,89,153,5,66,16.45802,2009,Pseudocalanus spp.
3MF02 50 2 CALVET 1,0,0,83,3MF02,17,CALVET,5/17/2002 16:07,GOOD,56.545,-163.024,60,53,5,50,1.1191,2002,Pseudocalanus spp.
3MF02 50 3 20BON 1,953.0845,2.97958684,83,3MF02,17,20BON,5/17/2002 16:29,GOOD,56.541,-163.02367,73,153,5,50,3.42467,2002,Pseudocalanus spp.
3MF02 51 2 20BON 1,1256.967,3.099669248,76,3MF02,17,20BON,5/17/2002 18:24,GOOD,56.76433,-163.24483,66,153,5,51,5.24437,2002,Pseudocalanus spp.
3MF02 52 2 20BON 1,703.3832,2.847808989,84,3MF02,17,20BON,5/17/2002 22:02,GOOD,56.5255,-164.0215,75,153,5,52,5.04988,2002,Pseudocalanus spp.
3MF02 53 2 20BON 1,2867.1555,3.457602693,93,3MF02,18,20BON,5/18/2002 0:57,GOOD,56.28433,-164.79233,83,153,5,53,5.15633,2002,Pseudocalanus spp.
3MF02 54 2 20BON 1,630.8682,2.800626499,103,3MF02,18,20BON,5/18/2002 4:05,GOOD,56.04716,-165.55083,91,153,5,54,18.66634,2002,Pseudocalanus spp.
3MF02 56 2 20BON 1,1020.1477,3.009088563,97,3MF02,18,20BON,5/18/2002 10:41,GOOD,55.94867,-164.9565,86,153,5,56,16.68778,2002,Pseudocalanus spp.
3MF02 57 2 20BON 1,378.5086,2.579221622,91,3MF02,18,20BON,5/18/2002 14:04,GOOD,56.18267,-164.1655,79,153,5,57,16.14758,2002,Pseudocalanus spp.
3MF02 57 3 CALVET 1,0,0,91,3MF02,18,CALVET,5/18/2002 14:56,GOOD,56.178,-164.17783,60,53,5,57,4.27682,2002,Pseudocalanus spp.
3MF02 58 2 CALVET 1,0,0,85,3MF02,18,CALVET,5/18/2002 18:42,GOOD,56.424,-163.41316,60,53,5,58,4.93031,2002,Pseudocalanus spp.
3MF02 58 3 20BON 1,727.9383,2.86269077,83,3MF02,18,20BON,5/18/2002 19:10,GOOD,56.42233,-163.40784,74,153,5,58,13.05605,2002,Pseudocalanus spp.
3MF02 61 3 CALVET 1,0,0,90,3MF02,19,CALVET,5/19/2002 4:20,GOOD,55.96133,-163.97583,59,53,5,61,4.19516,2002,Pseudocalanus spp.
3MF02 62 2 CALVET 1,0,0,94,3MF02,19,CALVET,5/19/2002 6:18,GOOD,55.84783,-164.36034,62,53,5,62,4.68996,2002,Pseudocalanus spp.
3MF02 62 3 20BON 1,426.3322,2.630765619,95,3MF02,19,20BON,5/19/2002 6:52,GOOD,55.84667,-164.35767,85,153,5,62,12.45977,2002,Pseudocalanus spp.
3MF02 64 2 20BON 1,891.7276,2.950718962,98,3MF02,19,20BON,5/19/2002 12:28,GOOD,55.72867,-164.74583,88,153,5,64,16.36374,2002,Pseudocalanus spp.
3MF02 65 2 CALVET 1,0,0,110,3MF02,19,CALVET,5/19/2002 15:10,GOOD,55.603,-165.12833,60,53,5,65,2.27498,2002,Pseudocalanus spp.
3MF02 65 3 20BON 1,596.691,2.776476716,110,3MF02,19,20BON,5/19/2002 15:33,GOOD,55.60683,-165.13034,100,153,5,65,8.38759,2002,Pseudocalanus spp.
3MF03 1 2 CALVET 1,0,0,71,3MF03,13,CALVET,5/13/2003 18:56,GOOD,57.84983,-168.87567,61,53,5,1,2.88882,2003,Pseudocalanus spp.
3MF03 1 3 CALVET 1,0,0,72,3MF03,13,CALVET,5/13/2003 19:07,GOOD,57.84717,-168.8755,62,53,5,1,2.61273,2003,Pseudocalanus spp.
3MF03 1 4 CALVET 1,0,0,72,3MF03,13,CALVET,5/13/2003 19:16,GOOD,57.84717,-168.8755,62,53,5,1,1.8757,2003,Pseudocalanus spp.
3MF03 2 2 CALVET 1,0,0,73,3MF03,14,CALVET,5/14/2003 14:38,GOOD,56.86533,-164.0305,63,53,5,2,3.49325,2003,Pseudocalanus spp.
3MF03 2 3 CALVET 1,0,0,73,3MF03,14,CALVET,5/14/2003 14:46,GOOD,56.867,-164.03033,63,53,5,2,3.17985,2003,Pseudocalanus spp.
3MF03 2 4 CALVET 1,0,0,72,3MF03,14,CALVET,5/14/2003 14:53,GOOD,56.86817,-164.03017,65,53,5,2,3.18547,2003,Pseudocalanus spp.
3MF04 1 1 CALVET 1,0,0,71,3MF04,26,CALVET,4/26/2004 14:06,GOOD,56.86117,-164.02049,65,53,4,1,3.27231,2004,Pseudocalanus spp.
3MF04 1 6 20BON 1,1382.5239,3.140986666,72,3MF04,27,20BON,4/27/2004 3:14,GOOD,56.87433,-164.06134,64,153,4,1,14.25798,2004,Pseudocalanus spp.
3MF04 2 1 CALVET 1,0,0,70,3MF04,27,CALVET,4/27/2004 18:57,GOOD,57.85117,-168.8705,60,53,4,2,2.88664,2004,Pseudocalanus spp.
3MF04 2 2 CALVET 1,0,0,70,3MF04,27,CALVET,4/27/2004 15:15,GOOD,57.85333,-168.87416,61,53,4,2,2.64469,2004,Pseudocalanus spp.
3MF04 2 5 20BON 1,520.7621,2.717472529,70,3MF04,27,20BON,4/27/2004 20:25,GOOD,57.85167,-168.87584,60,153,4,2,13.76444,2004,Pseudocalanus spp.
3MF04 2 6 20BON 1,1421.1116,3.152933679,70,3MF04,27,20BON,4/27/2004 20:46,GOOD,57.84583,-168.88384,61,153,4,2,13.24034,2004,Pseudocalanus spp.
3MF04 5 1 20BON 1,1500.3553,3.176483481,102,3MF04,30,20BON,4/30/2004 0:47,GOOD,57.1255,-171.21466,92,153,4,5,25.93519,2004,Pseudocalanus spp.
3MF04 7 1 20BON 1,2313.9124,3.364534561,102,3MF04,30,20BON,4/30/2004 22:56,GOOD,56.6445,-168.87117,93,153,4,7,20.68877,2004,Pseudocalanus spp.
3MF05 1 1 20BON 1,1126.3031,3.052040701,72,3MF05,21,20BON,4/21/2005 8:56,GOOD,56.87634,-164.04916,62,153,4,1,10.91003,2005,Pseudocalanus spp.
3MF05 2 5 20BON 1,1896.1214,3.278095123,70,3MF05,21,20BON,4/21/2005 12:38,GOOD,56.94667,-163.8345,61,153,4,2,14.31132,2005,Pseudocalanus spp.
3MF05 34 1 20BON 1,574.9434,2.760379806,69,3MF05,1,20BON,5/1/2005 13:01,GOOD,57.64717,-169.0165,61,153,5,34,4.80511,2005,Pseudocalanus spp.
3MF05 34 4 CALVET 1,0,0,69,3MF05,1,CALVET,5/1/2005 13:56,GOOD,57.65267,-169.026,66,53,5,34,1.86458,2005,Pseudocalanus spp.
3MF05 34 5 CALVET 1,0,0,69,3MF05,1,CALVET,5/1/2005 14:10,GOOD,57.64817,-169.03033,64,53,5,34,1.77021,2005,Pseudocalanus spp.
3MF05 35 2 CALVET 1,0,0,70,3MF05,1,CALVET,5/1/2005 20:04,GOOD,57.853,-168.86983,64,53,5,35,1.80962,2005,Pseudocalanus spp.
3MF05 35 3 CALVET 1,0,0,70,3MF05,1,CALVET,5/1/2005 22:00,GOOD,57.86117,-168.86867,65,53,5,35,2.44047,2005,Pseudocalanus spp.
3MF05 35 4 CALVET 1,0,0,70,3MF05,1,CALVET,5/1/2005 22:12,GOOD,57.862,-168.86717,64,53,5,35,1.46207,2005,Pseudocalanus spp.
3MF05 35 5 20BON 1,1247.9323,3.096538898,70,3MF05,1,20BON,5/1/2005 23:04,GOOD,57.85817,-168.86667,60,153,5,35,6.15418,2005,Pseudocalanus spp.
3MF05 36 1 20BON 1,499.4496,2.699360346,70,3MF05,2,20BON,5/2/2005 1:03,GOOD,57.76217,-168.46634,60,153,5,36,11.78898,2005,Pseudocalanus spp.
3MF05 36 3 CALVET 1,0,0,69,3MF05,2,CALVET,5/2/2005 1:47,GOOD,57.7675,-168.47,64,53,5,36,2.49444,2005,Pseudocalanus spp.
3MF05 36 5 CALVET 1,0,0,69,3MF05,2,CALVET,5/2/2005 2:09,GOOD,57.764,-168.47884,62,53,5,36,2.48123,2005,Pseudocalanus spp.
3MF05 37 1 CALVET 1,0,0,69,3MF05,2,CALVET,5/2/2005 4:03,GOOD,58.06833,-168.729,62,53,5,37,2.40082,2005,Pseudocalanus spp.
3MF05 37 2 CALVET 1,0,0,69,3MF05,2,CALVET,5/2/2005 4:17,GOOD,58.06667,-168.73067,64,53,5,37,2.80978,2005,Pseudocalanus spp.
3MF05 37 3 CALVET 1,0,0,69,3MF05,2,CALVET,5/2/2005 4:27,GOOD,58.0685,-168.73351,63,53,5,37,2.68221,2005,Pseudocalanus spp.
3MF05 37 5 20BON 1,283.4753,2.454044564,69,3MF05,2,20BON,5/2/2005 5:02,GOOD,58.0685,-168.72766,59,153,5,37,13.32038,2005,Pseudocalanus spp.
3MF05 38 5 CALVET 1,0,0,65,3MF05,2,CALVET,5/2/2005 8:02,GOOD,57.93067,-169.32834,61,53,5,38,0.94353,2005,Pseudocalanus spp.
3MF05 5 1 20BON 1,1123.3578,3.050904537,76,3MF05,23,20BON,4/23/2005 8:23,GOOD,56.66583,-163.85733,67,153,4,5,4.30139,2005,Pseudocalanus spp.
3MF05 6 5 20BON 1,1989.6473,3.298994319,74,3MF05,23,20BON,4/23/2005 12:31,GOOD,56.77417,-164.33583,64,153,4,6,13.2526,2005,Pseudocalanus spp.
3MF05 7 1 20BON 1,1495.4542,3.17506343,69,3MF05,23,20BON,4/23/2005 14:02,GOOD,57.01283,-164.21916,58,153,4,7,12.23976,2005,Pseudocalanus spp.
3MF06 53 3 20BON 1,609.2957,2.78554031,97,3MF06,15,20BON,5/15/2006 11:54,GOOD,55.7275,-164.74834,88,153,5,53,16.38613,2006,Pseudocalanus spp.
3MF06 54 2 20BON 1,550.3132,2.741398391,95,3MF06,15,20BON,5/15/2006 13:46,GOOD,55.847,-164.38651,85,153,5,54,16.22349,2006,Pseudocalanus spp.
3MF06 61 2 20BON 1,476.2199,2.678718545,92,3MF06,16,20BON,5/16/2006 3:24,GOOD,55.96833,-163.96033,83,153,5,61,17.87409,2006,Pseudocalanus spp.
3MF06 76 2 20BON 1,609.8968,2.78596785,72,3MF06,17,20BON,5/17/2006 9:11,GOOD,56.56167,-162.01817,63,153,5,76,19.62299,2006,Pseudocalanus spp.
3MF06 81 2 20BON 1,520.5215,2.717272217,84,3MF06,17,20BON,5/17/2006 20:18,GOOD,56.68017,-161.63434,77,153,5,81,11.37321,2006,Pseudocalanus spp.
3MF06 82 2 20BON 1,747.1627,2.873996052,66,3MF06,17,20BON,5/17/2006 22:06,GOOD,56.80183,-161.22734,57,153,5,82,9.80777,2006,Pseudocalanus spp.
3MF06 83 2 20BON 1,808.2374,2.908075946,71,3MF06,18,20BON,5/18/2006 0:08,GOOD,56.58217,-161.00717,61,153,5,83,13.77813,2006,Pseudocalanus spp.
3MF06 86 2 20BON 1,81.3705,1.915771702,67,3MF06,18,20BON,5/18/2006 5:41,GOOD,56.6925,-160.65067,62,153,5,86,8.08375,2006,Pseudocalanus spp.
3MF06 87 2 20BON 1,669.3805,2.826321373,69,3MF06,18,20BON,5/18/2006 7:27,GOOD,56.91834,-160.83284,61,153,5,87,8.07911,2006,Pseudocalanus spp.
3MF06 88 2 20BON 1,502.6484,2.702127459,66,3MF06,18,20BON,5/18/2006 9:02,GOOD,57.039,-160.43517,58,153,5,88,9.61308,2006,Pseudocalanus spp.
3MF06 89 2 20BON 1,492.9296,2.693665053,62,3MF06,18,20BON,5/18/2006 10:55,GOOD,56.82017,-160.21401,51,153,5,89,8.04983,2006,Pseudocalanus spp.
3MF07 48 1 20BON 1,78.4158,1.899906915,67,3MF07,24,20BON,4/24/2007 16:23,GOOD,57.12983,-163.79849,58,153,4,48,6.08295,2007,Pseudocalanus spp.
3MF98 13 2 20BON 1,78.2922,1.899230468,70,3MF98,18,20BON,4/18/1998 4:02,GOOD,57.77867,-168.4707,62,153,4,13,16.48526,1998,Pseudocalanus spp.
3MF98 15 2 20BON 1,160.3724,2.207829258,69,3MF98,18,20BON,4/18/1998 15:03,GOOD,57.9255,-169.31351,62,153,4,15,11.97213,1998,Pseudocalanus spp.
3MF98 16 2 20BON 1,97.2201,1.992200372,71,3MF98,18,20BON,4/18/1998 17:29,GOOD,57.6565,-169.02119,60,153,4,16,12.46655,1998,Pseudocalanus spp.
3MF98 17 3 20BON 1,492.8958,2.693635333,72,3MF98,18,20BON,4/18/1998 20:05,GOOD,57.85083,-168.8717,68,153,4,17,11.49127,1998,Pseudocalanus spp.
3MF98 17 4 CALVET 1,0,0,72,3MF98,18,CALVET,4/18/1998 20:27,GOOD,57.85067,-168.8638,60,53,4,17,3.05435,1998,Pseudocalanus spp.
3MF98 17 6 CALVET 1,0,0,73,3MF98,18,CALVET,4/18/1998 20:54,GOOD,57.854,-168.87421,62,53,4,17,3.35785,1998,Pseudocalanus spp.
3MF98 27 2 20BON 1,84.5076,1.932004717,67,3MF98,21,20BON,4/21/1998 5:29,GOOD,58.3255,-168.57781,62,153,4,27,9.61807,1998,Pseudocalanus spp.
3MF98 27 3 CALVET 1,0,0,67,3MF98,21,CALVET,4/21/1998 5:47,GOOD,58.31967,-168.5788,61,53,4,27,2.47387,1998,Pseudocalanus spp.
3MF98 28 2 20BON 1,492.5156,2.693300885,75,3MF98,21,20BON,4/21/1998 14:25,GOOD,57.0995,-169.3195,65,153,4,28,11.88998,1998,Pseudocalanus spp.
3MF98 4 2 20BON 1,748.645,2.874855649,75,3MF98,16,20BON,4/16/1998 10:18,GOOD,56.73083,-163.88181,66,153,4,4,10.34402,1998,Pseudocalanus spp.
3MF98 5 2 20BON 1,460.1932,2.663882895,75,3MF98,16,20BON,4/16/1998 12:20,GOOD,56.76783,-164.3382,65,153,4,5,11.82112,1998,Pseudocalanus spp.
3MF98 6 3 CALVET 1,0,0,72,3MF98,16,CALVET,4/16/1998 14:29,GOOD,56.87367,-164.05901,60,53,4,6,3.01246,1998,Pseudocalanus spp.
3MF98 6 4 CALVET 1,0,0,73,3MF98,16,CALVET,4/16/1998 14:39,GOOD,56.8725,-164.05721,60,53,4,6,2.74621,1998,Pseudocalanus spp.
3MF98 6 5 CALVET 2,0,0,72,3MF98,16,CALVET,4/16/1998 14:48,GOOD,56.87367,-164.0598,60,53,4,6,2.74474,1998,Pseudocalanus spp.
3MF98 6 6 20BON 1,769.7505,2.886913815,72,3MF98,16,20BON,4/16/1998 14:59,GOOD,56.87417,-164.05769,62,153,4,6,9.97726,1998,Pseudocalanus spp.
3MF98 64 18 20BON 1,356.9059,2.553768858,73,3MF98,27,20BON,4/27/1998 8:54,GOOD,56.87717,-164.0555,66,153,4,64,11.29709,1998,Pseudocalanus spp.
3MF98 64 19 CALVET 1,0,0,71,3MF98,27,CALVET,4/27/1998 9:16,GOOD,56.876,-164.0677,60,53,4,64,2.80928,1998,Pseudocalanus spp.
3MF98 64 20 CALVET 1,0,0,72,3MF98,27,CALVET,4/27/1998 9:25,GOOD,56.87383,-164.0687,60,53,4,64,2.67019,1998,Pseudocalanus spp.
3MF98 64 21 CALVET 1,0,0,73,3MF98,27,CALVET,4/27/1998 9:34,GOOD,56.87317,-164.0685,60,53,4,64,3.36761,1998,Pseudocalanus spp.
3MF98 7 2 20BON 1,143.0004,2.158363698,70,3MF98,16,20BON,4/16/1998 19:26,GOOD,57.016,-164.2175,60,153,4,7,11.30067,1998,Pseudocalanus spp.
3MF99 10 3 CALVET 1,0,0,70,3MF99,4,CALVET,5/4/1999 15:59,GOOD,57.63167,-167.6217,60,53,5,10,2.86104,1999,Pseudocalanus spp.
3MF99 13 2 20BON 1,114.1912,2.061419303,73,3MF99,5,20BON,5/5/1999 2:09,GOOD,57.85167,-168.875,68,153,5,13,10.78892,1999,Pseudocalanus spp.
3MF99 14 2 20BON 1,117.372,2.073248985,72,3MF99,5,20BON,5/5/1999 4:27,GOOD,58.07,-168.74001,67,153,5,14,10.9055,1999,Pseudocalanus spp.
3MF99 18 1 20BON 1,111.5207,2.051232425,73,3MF99,5,20BON,5/5/1999 13:08,GOOD,57.85167,-168.8683,70,153,5,18,10.37775,1999,Pseudocalanus spp.
3MF99 18 2 CALVET 2,0,0,73,3MF99,5,CALVET,5/5/1999 13:33,GOOD,57.84833,-168.8783,60,53,5,18,2.12353,1999,Pseudocalanus spp.
3MF99 18 6 20BON 1,99.223,2.000967398,73,3MF99,5,20BON,5/5/1999 17:06,GOOD,57.84667,-168.8717,69,153,5,18,11.44894,1999,Pseudocalanus spp.
3MF99 18 7 CALVET 2,0,0,73,3MF99,5,CALVET,5/5/1999 17:28,GOOD,57.84833,-168.875,60,53,5,18,2.64607,1999,Pseudocalanus spp.
3MF99 19 2 20BON 1,51.6198,1.721149193,75,3MF99,5,20BON,5/5/1999 23:02,GOOD,57.10333,-169.2583,71,153,5,19,11.65445,1999,Pseudocalanus spp.
3MF99 3 3 20BON 1,162.7375,2.214148155,74,3MF99,2,20BON,5/2/1999 23:37,GOOD,56.87333,-164.0583,68,153,5,3,10.22506,1999,Pseudocalanus spp.
3MF99 3 4 CALVET 1,0,0,74,3MF99,3,CALVET,5/3/1999 0:02,GOOD,56.87167,-164.06329,58,53,5,3,2.69302,1999,Pseudocalanus spp.
3MF99 3 5 CALVET 1,0,0,73,3MF99,3,CALVET,5/3/1999 0:12,GOOD,56.87,-164.0683,60,53,5,3,2.28095,1999,Pseudocalanus spp.
3MF99 3 6 CALVET 1,0,0,74,3MF99,3,CALVET,5/3/1999 0:20,GOOD,56.86783,-164.0733,60,53,5,3,2.24365,1999,Pseudocalanus spp.
3MF99 4 2 20BON 1,194.2119,2.290506288,71,3MF99,3,20BON,5/3/1999 1:55,GOOD,56.94,-163.84171,65,153,5,4,10.43534,1999,Pseudocalanus spp.
3MF99 48 1 CALVET 2,0,0,75,3MF99,9,CALVET,5/9/1999 2:58,GOOD,56.805,-164.04671,60,53,5,48,2.85527,1999,Pseudocalanus spp.
3MF99 48 2 20BON 1,293.7728,2.469487407,75,3MF99,9,20BON,5/9/1999 3:21,GOOD,56.79667,-164.06329,70,153,5,48,11.0017,1999,Pseudocalanus spp.
3MF99 49 1 20BON 1,340.0652,2.532837409,76,3MF99,9,20BON,5/9/1999 4:12,GOOD,56.78,-164.2433,71,153,5,49,11.57425,1999,Pseudocalanus spp.
3MF99 49 2 CALVET 2,0,0,76,3MF99,9,CALVET,5/9/1999 4:32,GOOD,56.78333,-164.2433,60,53,5,49,2.09109,1999,Pseudocalanus spp.
3MF99 6 1 20BON 1,172.6292,2.239622764,74,3MF99,3,20BON,5/3/1999 5:08,GOOD,56.87167,-164.04671,68,153,5,6,11.02942,1999,Pseudocalanus spp.
3MF99 6 13 20BON 1,217.5929,2.339636052,74,3MF99,3,20BON,5/3/1999 17:06,GOOD,56.87333,-164.0517,70,153,5,6,11.98569,1999,Pseudocalanus spp.
3MF99 6 14 CALVET 1,0,0,75,3MF99,3,CALVET,5/3/1999 17:29,GOOD,56.88167,-164.06,60,53,5,6,1.83649,1999,Pseudocalanus spp.
3MF99 6 6 20BON 1,233.2919,2.369757274,74,3MF99,3,20BON,5/3/1999 13:08,GOOD,56.865,-164.0517,70,153,5,6,13.30522,1999,Pseudocalanus spp.
3MF99 6 7 CALVET 1,0,0,74,3MF99,3,CALVET,5/3/1999 13:35,GOOD,56.86833,-164.07001,60,53,5,6,2.30211,1999,Pseudocalanus spp.
3MF99 6 8 CALVET 1,0,0,73,3MF99,3,CALVET,5/3/1999 13:45,GOOD,56.865,-164.07671,60,53,5,6,2.23201,1999,Pseudocalanus spp.
3MF99 6 9 CALVET 1,0,0,74,3MF99,3,CALVET,5/3/1999 13:53,GOOD,56.865,-164.07671,60,53,5,6,2.29255,1999,Pseudocalanus spp.
3MF99 8 3 CALVET 1,0,0,68,3MF99,4,CALVET,5/4/1999 3:14,GOOD,57.42667,-165.88001,60,53,5,8,2.48686,1999,Pseudocalanus spp.
3TT05 11 2 20BON 1,1435.6055,3.157337525,63,3TT05,16,20BON,5/16/2005 18:28,GOOD,58.48233,-168.56717,60,153,5,11,9.98603,2005,Pseudocalanus spp.
3TT05 118 2 20BON 1,321.1899,2.508111922,73,3TT05,27,20BON,5/27/2005 22:23,GOOD,56.87933,-164.05234,65,153,5,118,8.4353,2005,Pseudocalanus spp.
3TT05 3 2 20BON 1,352.8438,2.54881159,74,3TT05,16,20BON,5/16/2005 5:47,GOOD,57.55667,-169.65433,64,153,5,3,9.15986,2005,Pseudocalanus spp.
3TT05 5 2 20BON 1,462.0675,2.665644301,68,3TT05,16,20BON,5/16/2005 8:49,GOOD,57.787,-169.37666,62,153,5,5,4.57076,2005,Pseudocalanus spp.
3TT05 7 2 20BON 1,547.4409,2.739129835,71,3TT05,16,20BON,5/16/2005 11:52,GOOD,58.018,-169.1035,65,153,5,7,7.28724,2005,Pseudocalanus spp.
3TT05 88 2 20BON 1,2068.7934,3.315926998,68,3TT05,24,20BON,5/24/2005 0:01,GOOD,59.25733,-170.37616,62,153,5,88,6.49654,2005,Pseudocalanus spp.
3TT05 9 2 20BON 1,547.9093,2.739500589,69,3TT05,16,20BON,5/16/2005 15:00,GOOD,58.25134,-168.83484,65,153,5,9,9.1694,2005,Pseudocalanus spp.
3TT05 91 2 20BON 1,829.2645,2.919216469,73,3TT05,24,20BON,5/24/2005 4:53,GOOD,58.77417,-170.28767,66,153,5,91,9.26122,2005,Pseudocalanus spp.
3TT05 94 2 20BON 1,826.8396,2.917946197,74,3TT05,24,20BON,5/24/2005 9:39,GOOD,58.28183,-170.0825,69,153,5,94,7.08239,2005,Pseudocalanus spp.
3TT05 97 2 20BON 1,923.9617,2.96612375,70,3TT05,24,20BON,5/24/2005 14:59,GOOD,57.97117,-169.35967,66,153,5,97,7.09986,2005,Pseudocalanus spp.
4MF03 32 2 20BON 2,250.2664,2.400134417,60,4MF03,20,20BON,5/20/2003 15:49,GOOD,56.82067,-160.21933,55,153,5,32,14.70433,2003,Pseudocalanus spp.
4MF03 33 2 20BON 1,413.5083,2.617533231,68,4MF03,20,20BON,5/20/2003 17:35,GOOD,56.69883,-160.61867,61,153,5,33,17.17982,2003,Pseudocalanus spp.
4MF03 34 2 20BON 1,472.3486,2.675181097,71,4MF03,20,20BON,5/20/2003 19:25,GOOD,56.57983,-161.01016,68,153,5,34,14.76875,2003,Pseudocalanus spp.
4MF03 38 2 20BON 1,425.3908,2.629807826,82,4MF03,21,20BON,5/21/2003 4:24,GOOD,56.68333,-161.62666,72,153,5,38,16.39904,2003,Pseudocalanus spp.
4MF03 39 2 20BON 1,100.0933,2.004722373,62,4MF03,21,20BON,5/21/2003 6:23,GOOD,56.803,-161.233,54,153,5,39,10.78994,2003,Pseudocalanus spp.
4MF03 40 2 20BON 1,117.6742,2.074356313,70,4MF03,21,20BON,5/21/2003 8:11,GOOD,56.97183,-160.834,65,153,5,40,12.74221,2003,Pseudocalanus spp.
4MF03 43 1 CTDB 0,0,0,61,4MF03,21,CTDB,5/21/2003 14:29,GOOD,56.81617,-160.229,50,NA,5,43,NA,2003,Pseudocalanus spp.
4MF03 43 11 CTDB 0,0,0,59,4MF03,22,CTDB,5/22/2003 2:38,GOOD,56.81917,-160.22166,50,NA,5,43,NA,2003,Pseudocalanus spp.
4MF03 43 13 CTDB 0,0,0,57,4MF03,22,CTDB,5/22/2003 5:36,GOOD,56.81417,-160.23267,50,NA,5,43,NA,2003,Pseudocalanus spp.
4MF03 43 15 CTDB 0,0,0,58,4MF03,22,CTDB,5/22/2003 8:35,GOOD,56.81867,-160.22484,50,NA,5,43,NA,2003,Pseudocalanus spp.
4MF03 43 17 CTDB 0,0,0,60,4MF03,22,CTDB,5/22/2003 11:36,GOOD,56.82583,-160.2155,50,NA,5,43,NA,2003,Pseudocalanus spp.
4MF03 43 3 CTDB 0,0,0,59,4MF03,21,CTDB,5/21/2003 17:39,GOOD,56.81067,-160.237,50,NA,5,43,NA,2003,Pseudocalanus spp.
4MF03 43 5 CTDB 0,0,0,59,4MF03,21,CTDB,5/21/2003 18:42,GOOD,56.828,-160.2175,50,NA,5,43,NA,2003,Pseudocalanus spp.
4MF03 43 7 CTDB 0,0,0,59,4MF03,21,CTDB,5/21/2003 20:42,GOOD,56.82,-160.22501,50,NA,5,43,NA,2003,Pseudocalanus spp.
4MF03 43 9 CTDB 0,0,0,60,4MF03,21,CTDB,5/21/2003 23:36,GOOD,56.81967,-160.22067,50,NA,5,43,NA,2003,Pseudocalanus spp.
4MF07 34 2 20BON 1,151.0938,2.182111511,74,4MF07,11,20BON,5/11/2007 20:26,GOOD,56.64833,-169.11267,64,153,5,34,14.33105,2007,Pseudocalanus spp.
4MF07 45 2 20BON 1,131.1789,2.121162133,76,4MF07,12,20BON,5/12/2007 20:14,GOOD,56.8645,-169.32417,66,153,5,45,9.85931,2007,Pseudocalanus spp.
4MF07 46 2 20BON 1,310.0286,2.492800326,79,4MF07,12,20BON,5/12/2007 22:13,GOOD,56.98517,-168.95033,69,153,5,46,8.18849,2007,Pseudocalanus spp.
4MF07 47 2 20BON 1,195.7768,2.293973894,79,4MF07,13,20BON,5/13/2007 0:07,GOOD,57.1065,-168.58316,69,153,5,47,7.24635,2007,Pseudocalanus spp.
4MF07 48 2 20BON 1,119.0811,2.079474658,75,4MF07,13,20BON,5/13/2007 2:01,GOOD,57.32583,-168.8015,66,153,5,48,9.92627,2007,Pseudocalanus spp.
4MF07 49 2 20BON 1,100.4617,2.006302135,78,4MF07,13,20BON,5/13/2007 3:52,GOOD,57.206,-169.17383,67,153,5,49,7.84948,2007,Pseudocalanus spp.
4MF94 118 1 20BON 1,129.6755,2.116194171,100,4MF94,26,20BON,4/26/1994 2:12,GOOD,55.48,-164.7,95,153,4,118,13.69573,1994,Pseudocalanus spp.
5MF00 1 2 20BON 1,78.4118,1.89988504,69,5MF00,3,20BON,5/3/2000 1:03,GOOD,57.017,-164.21783,65,153,5,1,12.03901,2000,Pseudocalanus spp.
5MF00 10 2 20BON 1,110.9445,2.049002761,70,5MF00,5,20BON,5/5/2000 2:19,GOOD,57.63783,-167.6205,64,153,5,10,9.22984,2000,Pseudocalanus spp.
5MF00 11 2 20BON 1,111.5578,2.051375596,72,5MF00,5,20BON,5/5/2000 5:32,GOOD,57.766,-168.4655,67,153,5,11,11.25874,2000,Pseudocalanus spp.
5MF00 12 3 20BON 1,143.8805,2.161009936,69,5MF00,5,20BON,5/5/2000 8:57,GOOD,57.65083,-169.01784,65,153,5,12,9.5635,2000,Pseudocalanus spp.
